1.000E+00 9.999E-01 9.998E-01 9.997E-01 9.995E-01 9.992E-01 9.988E-01 9.981E-01 9.969E-01 9.951E-01 9.923E-01 9.880E-01 9.812E-01 9.707E-01 9.549E-01 9.318E-01 8.994E-01 8.564E-01 8.042E-01 7.467E-01 6.890E-01 6.327E-01 5.764E-01 5.188E-01 4.600E-01 3.991E-01 3.353E-01 2.699E-01 2.065E-01 1.504E-01 1.058E-01 7.367E-02 5.173E-02 3.680E-02 2.648E-02 1.927E-02 1.420E-02 1.054E-02 7.855E-03 5.862E-03 4.366E-03 3.231E-03 2.357E-03 1.675E-03 1.152E-03 7.675E-04 5.038E-04
9.096E-01 9.095E-01 9.094E-01 9.093E-01 9.092E-01 9.089E-01 9.084E-01 9.077E-01 9.066E-01 9.049E-01 9.021E-01 8.978E-01 8.911E-01 8.808E-01 8.653E-01 8.426E-01 8.108E-01 7.689E-01 7.182E-01 6.630E-01 6.086E-01 5.570E-01 5.067E-01 4.564E-01 4.057E-01 3.531E-01 2.975E-01 2.400E-01 1.841E-01 1.345E-01 9.498E-02 6.656E-02 4.713E-02 3.382E-02 2.454E-02 1.801E-02 1.336E-02 9.958E-03 7.436E-03 5.550E-03 4.135E-03 3.067E-03 2.245E-03 1.604E-03 1.110E-03 7.440E-04 4.908E-04
9.079E-01 9.078E-01 9.077E-01 9.076E-01 9.074E-01 9.071E-01 9.067E-01 9.060E-01 9.048E-01 9.031E-01 9.003E-01 8.960E-01 8.893E-01 8.790E-01 8.636E-01 8.409E-01 8.090E-01 7.671E-01 7.164E-01 6.613E-01 6.069E-01 5.553E-01 5.051E-01 4.549E-01 4.042E-01 3.517E-01 2.963E-01 2.390E-01 1.834E-01 1.339E-01 9.459E-02 6.630E-02 4.698E-02 3.374E-02 2.450E-02 1.798E-02 1.334E-02 9.941E-03 7.422E-03 5.539E-03 4.127E-03 3.060E-03 2.241E-03 1.601E-03 1.108E-03 7.429E-04 4.901E-04
9.062E-01 9.060E-01 9.060E-01 9.059E-01 9.057E-01 9.054E-01 9.050E-01 9.042E-01 9.031E-01 9.014E-01 8.986E-01 8.943E-01 8.876E-01 8.773E-01 8.618E-01 8.392E-01 8.073E-01 7.654E-01 7.147E-01 6.596E-01 6.052E-01 5.537E-01 5.035E-01 4.534E-01 4.028E-01 3.504E-01 2.952E-01 2.381E-01 1.826E-01 1.334E-01 9.420E-02 6.605E-02 4.683E-02 3.366E-02 2.445E-02 1.795E-02 1.331E-02 9.923E-03 7.408E-03 5.528E-03 4.118E-03 3.054E-03 2.237E-03 1.598E-03 1.106E-03 7.417E-04 4.894E-04
9.045E-01 9.043E-01 9.043E-01 9.042E-01 9.040E-01 9.037E-01 9.033E-01 9.025E-01 9.014E-01 8.997E-01 8.969E-01 8.926E-01 8.859E-01 8.756E-01 8.601E-01 8.375E-01 8.057E-01 7.637E-01 7.131E-01 6.580E-01 6.036E-01 5.521E-01 5.019E-01 4.519E-01 4.014E-01 3.491E-01 2.940E-01 2.371E-01 1.819E-01 1.328E-01 9.382E-02 6.580E-02 4.668E-02 3.357E-02 2.440E-02 1.792E-02 1.329E-02 9.905E-03 7.393E-03 5.516E-03 4.110E-03 3.048E-03 2.232E-03 1.595E-03 1.104E-03 7.406E-04 4.888E-04
9.027E-01 9.026E-01 9.025E-01 9.024E-01 9.022E-01 9.019E-01 9.015E-01 9.008E-01 8.997E-01 8.979E-01 8.952E-01 8.909E-01 8.842E-01 8.739E-01 8.584E-01 8.357E-01 8.039E-01 7.620E-01 7.113E-01 6.562E-01 6.019E-01 5.504E-01 5.003E-01 4.504E-01 4.000E-01 3.478E-01 2.929E-01 2.362E-01 1.811E-01 1.323E-01 9.344E-02 6.556E-02 4.653E-02 3.349E-02 2.435E-02 1.789E-02 1.327E-02 9.885E-03 7.377E-03 5.504E-03 4.101E-03 3.042E-03 2.228E-03 1.592E-03 1.102E-03 7.394E-04 4.880E-04
9.008E-01 9.007E-01 9.006E-01 9.005E-01 9.003E-01 9.000E-01 8.996E-01 8.989E-01 8.978E-01 8.960E-01 8.933E-01 8.889E-01 8.822E-01 8.720E-01 8.565E-01 8.338E-01 8.020E-01 7.601E-01 7.095E-01 6.544E-01 6.001E-01 5.486E-01 4.986E-01 4.487E-01 3.985E-01 3.465E-01 2.917E-01 2.352E-01 1.803E-01 1.317E-01 9.305E-02 6.531E-02 4.639E-02 3.340E-02 2.430E-02 1.785E-02 1.324E-02 9.863E-03 7.360E-03 5.491E-03 4.091E-03 3.035E-03 2.223E-03 1.589E-03 1.100E-03 7.381E-04 4.873E-04
8.936E-01 8.935E-01 8.934E-01 8.933E-01 8.931E-01 8.928E-01 8.924E-01 8.917E-01 8.906E-01 8.888E-01 8.860E-01 8.817E-01 8.750E-01 8.648E-01 8.493E-01 8.266E-01 7.948E-01 7.530E-01 7.023E-01 6.473E-01 5.931E-01 5.418E-01 4.919E-01 4.422E-01 3.922E-01 3.406E-01 2.863E-01 2.304E-01 1.763E-01 1.286E-01 9.072E-02 6.364E-02 4.517E-02 3.249E-02 2.359E-02 1.730E-02 1.282E-02 9.555E-03 7.131E-03 5.321E-03 3.966E-03 2.944E-03 2.158E-03 1.543E-03 1.068E-03 7.164E-04 4.734E-04
8.905E-01 8.904E-01 8.903E-01 8.902E-01 8.900E-01 8.898E-01 8.893E-01 8.886E-01 8.875E-01 8.857E-01 8.830E-01 8.787E-01 8.720E-01 8.617E-01 8.462E-01 8.236E-01 7.918E-01 7.499E-01 6.994E-01 6.444E-01 5.902E-01 5.390E-01 4.892E-01 4.397E-01 3.899E-01 3.385E-01 2.845E-01 2.289E-01 1.752E-01 1.277E-01 9.017E-02 6.329E-02 4.496E-02 3.236E-02 2.350E-02 1.724E-02 1.278E-02 9.521E-03 7.104E-03 5.301E-03 3.951E-03 2.934E-03 2.151E-03 1.538E-03 1.064E-03 7.145E-04 4.722E-04
8.873E-01 8.872E-01 8.872E-01 8.870E-01 8.869E-01 8.866E-01 8.861E-01 8.854E-01 8.843E-01 8.826E-01 8.798E-01 8.755E-01 8.688E-01 8.586E-01 8.431E-01 8.204E-01 7.887E-01 7.468E-01 6.963E-01 6.414E-01 5.873E-01 5.362E-01 4.866E-01 4.372E-01 3.876E-01 3.364E-01 2.827E-01 2.275E-01 1.741E-01 1.269E-01 8.965E-02 6.297E-02 4.476E-02 3.223E-02 2.341E-02 1.718E-02 1.273E-02 9.485E-03 7.077E-03 5.281E-03 3.937E-03 2.924E-03 2.144E-03 1.534E-03 1.062E-03 7.127E-04 4.710E-04
