! Number of elements/conserved properties
7
! Name
amu
crg
H
He
C
O
Mg
! Number of species
33
! Name        < Initial     amu  crg H  He C  O  Mg
Mg            CRPHOT        Mg+           e-                           309 3    1.300e-17    0.000e+00    2.260e+02
H3+           Mg            Mg+           H2            H              310 2    1.000e-09    0.000e+00    0.000e+00
CH5+          Mg            Mg+           CH4           H              311 2    1.400e-09    0.000e+00    0.000e+00
H+            Mg            Mg+           H                            312 2    1.100e-09    0.000e+00    0.000e+00
C+            Mg            Mg+           C                            313 2    1.100e-09    0.000e+00    0.000e+00
CH+           Mg            Mg+           CH                           314 2    3.600e-10    0.000e+00    0.000e+00
CH3+          Mg            Mg+           CH3                          315 2    3.500e-09    0.000e+00    0.000e+00
H2O+          Mg            Mg+           H2O                          316 2    2.200e-09    0.000e+00    0.000e+00
Mg            O2+           O2            Mg+                          317 2    1.200e-09    0.000e+00    0.000e+00
Mg+           e-            Mg            PHOTON                       318 2    2.800e-12   -0.860e+00    0.000e+00
!
! Reaction Type:
! 
! Number  Type                                Rate
!    
!    0    H2 formation on grains              k = a * T**0.5 * n_tot*n_H
!    1    Cosmic ray ionization               k = a * (zeta/1.3e-17)
!    2    Normal Gas Phase Reaction           k = a * (T/300)**b * exp(-c/T)
